model,seed,best_epoch,train_loss,train_acc,val_loss,val_acc,test_accuracy,macro_precision,macro_recall,macro_f1
EfficientNetB3_aug,42,10,0.026374837707171774,0.9910240718074256,0.03177267828141339,0.9885807504078303,0.9563507668108533,0.9570197641811101,0.9563034392927307,0.9561309392599608
EfficientNetB3_aug,123,7,0.03535917813000693,0.9885760913912689,0.05306726126582362,0.9885807504078303,0.9480928037750688,0.9499075931884998,0.948150997591127,0.9479263226481399
EfficientNetB3_aug,2026,10,0.023403573563540135,0.9934720522235823,0.03116192186571425,0.9902120717781403,0.9500589854502556,0.9520401923854583,0.9500502267219026,0.9498910193970888
