,precision,recall,f1-score,support
Glioma,0.9916963226571768,0.9435665914221218,0.967032967032967,886.0
Meningioma,0.9667093469910372,0.9173754556500607,0.9413965087281796,823.0
Pituitary,0.8977149075081611,0.9892086330935251,0.9412435824301197,834.0
accuracy,0.9500589854502556,0.9500589854502556,0.9500589854502556,0.9500589854502556
macro avg,0.9520401923854583,0.9500502267219026,0.9498910193970888,2543.0
weighted avg,0.9527876395240615,0.9500589854502556,0.9502782867562801,2543.0
