,precision,recall,f1-score,support
Glioma,0.950517836593786,0.9322799097065463,0.9413105413105413,886.0
Meningioma,0.9862778730703259,0.6986634264884569,0.817923186344239,823.0
Pituitary,0.7598533455545371,0.9940047961630696,0.8612987012987013,834.0
accuracy,0.8769170271333071,0.8769170271333071,0.8769170271333071,0.8769170271333071
macro avg,0.8988830184062163,0.8749827107860243,0.8735108096511605,2543.0
weighted avg,0.8995608269569234,0.8769170271333071,0.8751376479927507,2543.0
