,precision,recall,f1-score,support
Glioma,0.9982817869415808,0.6557562076749436,0.7915531335149864,886.0
Meningioma,0.7722007722007722,0.7290400972053463,0.75,823.0
Pituitary,0.7010135135135135,0.9952038369304557,0.8225966303270565,834.0
accuracy,0.7907982697601258,0.7907982697601258,0.7907982697601258,0.7907982697601258
macro avg,0.8238320242186221,0.7933333806035819,0.788049921280681,2543.0
weighted avg,0.8276225595838561,0.7907982697601258,0.7882861447058762,2543.0
